t	e	n	u	dpe	dpn	dpu
2019.266300	-0.363371	-0.302983	0.451957	0.000830	0.000724	0.003056
2019.269000	-0.364472	-0.301524	0.452477	0.000806	0.000718	0.002976
2019.271700	-0.366526	-0.301715	0.460224	0.000809	0.000751	0.003111
2019.274500	-0.367850	-0.300993	0.453754	0.000822	0.000721	0.003049
2019.277200	-0.364266	-0.300312	0.444796	0.000872	0.000751	0.003284
2019.279900	-0.364957	-0.299874	0.451278	0.000817	0.000725	0.003065
2019.282700	-0.363166	-0.299863	0.448296	0.000811	0.000706	0.003014
2019.285400	-0.367125	-0.298950	0.449686	0.000813	0.000736	0.003030
2019.288200	-0.364847	-0.298155	0.441040	0.000808	0.000717	0.003006
2019.290900	-0.363820	-0.299931	0.452799	0.000798	0.000703	0.002993
2019.293600	-0.366189	-0.302313	0.451994	0.000818	0.000713	0.003079
2019.296400	-0.365305	-0.302118	0.454334	0.000844	0.000741	0.003074
2019.299100	-0.364092	-0.299366	0.445511	0.000808	0.000704	0.003011
2019.301800	-0.366217	-0.301667	0.454284	0.000846	0.000737	0.003195
2019.304600	-0.365133	-0.301165	0.452318	0.000814	0.000716	0.003030
2019.307300	-0.365180	-0.299122	0.444130	0.000809	0.000713	0.003022
2019.310100	-0.363780	-0.300179	0.448135	0.000812	0.000729	0.003096
2019.312800	-0.364864	-0.300788	0.437883	0.000807	0.000726	0.003053
2019.315500	-0.365842	-0.301949	0.443927	0.000796	0.000711	0.002990
2019.318300	-0.364902	-0.299182	0.435896	0.000825	0.000744	0.003090
2019.321000	-0.367466	-0.297365	0.450757	0.000811	0.000718	0.003042
2019.323800	-0.364787	-0.299383	0.447598	0.000814	0.000714	0.002988
2019.326500	-0.364199	-0.300845	0.446004	0.000804	0.000713	0.002974
2019.329200	-0.364314	-0.300822	0.443905	0.000798	0.000713	0.002957
2019.332000	-0.365455	-0.300218	0.434055	0.000856	0.000749	0.003268
2019.334700	-0.367435	-0.299394	0.441078	0.000816	0.000741	0.003100
2019.337400	-0.366364	-0.301120	0.455429	0.000825	0.000746	0.003100
2019.340200	-0.364375	-0.298665	0.437057	0.000811	0.000713	0.002982
2019.342900	-0.364557	-0.299092	0.431035	0.000824	0.000729	0.003072
2019.345700	-0.365333	-0.299436	0.450199	0.000803	0.000732	0.003022
2019.348400	-0.366996	-0.298888	0.443276	0.000836	0.000735	0.003102
2019.351100	-0.366291	-0.300550	0.439566	0.000805	0.000718	0.003001
2019.353900	-0.366992	-0.300379	0.439288	0.000819	0.000715	0.003070
2019.356600	-0.367922	-0.298765	0.441852	0.000794	0.000697	0.002906
2019.359300	-0.366579	-0.299380	0.441162	0.000810	0.000704	0.003049
2019.362100	-0.365875	-0.298496	0.438107	0.000819	0.000728	0.003048
2019.364800	-0.365287	-0.300851	0.437301	0.000838	0.000736	0.003143
2019.367600	-0.365738	-0.296198	0.438160	0.000830	0.000743	0.003127
2019.370300	-0.366469	-0.298942	0.431675	0.000817	0.000703	0.003033
2019.373000	-0.366993	-0.300366	0.435217	0.000803	0.000707	0.002970
2019.375800	-0.367643	-0.298833	0.448543	0.000813	0.000729	0.003146
2019.378500	-0.368336	-0.299838	0.441243	0.000838	0.000723	0.003136
2019.381200	-0.367737	-0.300142	0.439393	0.000805	0.000702	0.002980
2019.384000	-0.367107	-0.300341	0.436978	0.000947	0.000806	0.003458
2019.386700	-0.367385	-0.297096	0.421823	0.001041	0.000864	0.003638
2019.389500	-0.366597	-0.296808	0.423205	0.000905	0.000785	0.003410
2019.392200	-0.365545	-0.299746	0.427858	0.000841	0.000734	0.003124
2019.394900	-0.366386	-0.297736	0.430877	0.000809	0.000707	0.003015
2019.397700	-0.365853	-0.297560	0.433634	0.000812	0.000719	0.003067
2019.400400	-0.362619	-0.296532	0.432492	0.000831	0.000739	0.003133
2019.403100	-0.363505	-0.296654	0.427958	0.000831	0.000731	0.003120
2019.405900	-0.361662	-0.297639	0.436672	0.000816	0.000728	0.003074
2019.408600	-0.363475	-0.298148	0.443067	0.000853	0.000741	0.003243
2019.411400	-0.365097	-0.292978	0.432219	0.000818	0.000718	0.003028
2019.414100	-0.364041	-0.300696	0.433299	0.000833	0.000727	0.003115
2019.416800	-0.360363	-0.299926	0.425994	0.000830	0.000714	0.003110
2019.419600	-0.363424	-0.299645	0.428007	0.000819	0.000718	0.003005
2019.422300	-0.367587	-0.298547	0.426565	0.000811	0.000724	0.003042
2019.425100	-0.367732	-0.297938	0.434236	0.000838	0.000732	0.003110
2019.427800	-0.365278	-0.295888	0.427324	0.000844	0.000762	0.003173
2019.430500	-0.366572	-0.297111	0.435633	0.000830	0.000725	0.003063
2019.433300	-0.365134	-0.295823	0.427660	0.000843	0.000747	0.003147
2019.436000	-0.365157	-0.298554	0.425692	0.000807	0.000740	0.003027
2019.438700	-0.365645	-0.298445	0.435037	0.000820	0.000718	0.003014
2019.441500	-0.367822	-0.300417	0.425479	0.000842	0.000740	0.003178
2019.444200	-0.364360	-0.298062	0.423571	0.000857	0.000741	0.003189
2019.447000	-0.365371	-0.295962	0.426863	0.000847	0.000748	0.003184
2019.449700	-0.364865	-0.299971	0.428816	0.000828	0.000718	0.003045
2019.452400	-0.365163	-0.297692	0.422764	0.000828	0.000739	0.003108
2019.455200	-0.365052	-0.299107	0.431550	0.000815	0.000729	0.003092
2019.457900	-0.366424	-0.297587	0.429903	0.000816	0.000723	0.003045
2019.460600	-0.365025	-0.298801	0.428698	0.000849	0.000754	0.003202
2019.463400	-0.364735	-0.295424	0.432361	0.000883	0.000795	0.003359
2019.466100	-0.363124	-0.298438	0.425145	0.000923	0.000797	0.003450
2019.468900	-0.362828	-0.296158	0.419463	0.000860	0.000772	0.003220
2019.471600	-0.364878	-0.296723	0.424440	0.000828	0.000733	0.003115
2019.474300	-0.364492	-0.296180	0.423094	0.000821	0.000724	0.003080
2019.477100	-0.365385	-0.297573	0.432571	0.000825	0.000716	0.003037
2019.479800	-0.366370	-0.295861	0.438708	0.000823	0.000732	0.003083
2019.482500	-0.367556	-0.297522	0.438151	0.000827	0.000725	0.003105
2019.485300	-0.366699	-0.296108	0.430933	0.000810	0.000708	0.002958
2019.488000	-0.363302	-0.297022	0.426287	0.000819	0.000715	0.003012
2019.490800	-0.363532	-0.295763	0.426577	0.000780	0.000693	0.002869
2019.493500	-0.365106	-0.297583	0.433866	0.000822	0.000724	0.003038
2019.496200	-0.363484	-0.296489	0.427812	0.000822	0.000733	0.003151
2019.499000	-0.363753	-0.297755	0.435615	0.000816	0.000717	0.003006
2019.501700	-0.363580	-0.295117	0.431827	0.000833	0.000733	0.003121
2019.504400	-0.363247	-0.298051	0.450854	0.000836	0.000730	0.003165
2019.507200	-0.364847	-0.295429	0.425266	0.000797	0.000714	0.002979
2019.509900	-0.364352	-0.296654	0.435144	0.000823	0.000743	0.003112
2019.512700	-0.364612	-0.294997	0.444878	0.000836	0.000739	0.003158
2019.515400	-0.365889	-0.295268	0.426416	0.000813	0.000718	0.003047
2019.518100	-0.366318	-0.296728	0.436542	0.000826	0.000726	0.003102
2019.520900	-0.363370	-0.296978	0.425785	0.000835	0.000720	0.003124
2019.523600	-0.366395	-0.294966	0.434976	0.000802	0.000709	0.002965
2019.526400	-0.364215	-0.295858	0.434376	0.000817	0.000714	0.002994
2019.529100	-0.366031	-0.294973	0.437915	0.000843	0.000737	0.003110
2019.531800	-0.363897	-0.295349	0.429459	0.000841	0.000726	0.003132
2019.534600	-0.365656	-0.297525	0.442024	0.000824	0.000712	0.003048
2019.537300	-0.367300	-0.294532	0.438579	0.000825	0.000728	0.003039
2019.540000	-0.365294	-0.294070	0.443503	0.000855	0.000734	0.003120
2019.542800	-0.365244	-0.293309	0.432090	0.000889	0.000760	0.003247
2019.545500	-0.363357	-0.294578	0.437172	0.000865	0.000735	0.003136
2019.548300	-0.362508	-0.295183	0.437468	0.000829	0.000713	0.003091
2019.551000	-0.365450	-0.295445	0.436358	0.000832	0.000704	0.003029
2019.553700	-0.366458	-0.295161	0.436717	0.000809	0.000727	0.003072
2019.556500	-0.363949	-0.293127	0.430572	0.000821	0.000731	0.003082
2019.559200	-0.366064	-0.297119	0.443881	0.001113	0.000959	0.004046
2019.561900	-0.364357	-0.294418	0.430387	0.000829	0.000720	0.003095
2019.564700	-0.366798	-0.295370	0.438360	0.000847	0.000733	0.003161
2019.567400	-0.364591	-0.298519	0.442264	0.000825	0.000719	0.003056
2019.570200	-0.368650	-0.294826	0.446703	0.000831	0.000731	0.003153
2019.572900	-0.367563	-0.294976	0.449831	0.000859	0.000750	0.003218
2019.575600	-0.366418	-0.295427	0.440198	0.000810	0.000727	0.003067
2019.578400	-0.367541	-0.295034	0.440160	0.000797	0.000731	0.003097
2019.581100	-0.366699	-0.296696	0.442410	0.000857	0.000747	0.003233
2019.583800	-0.369625	-0.295492	0.452366	0.000824	0.000749	0.003185
2019.586600	-0.367075	-0.295173	0.443352	0.000801	0.000718	0.002979
2019.589300	-0.364123	-0.296120	0.446175	0.000828	0.000711	0.003075
2019.592100	-0.364560	-0.294015	0.439979	0.000835	0.000719	0.003042
2019.594800	-0.366753	-0.295350	0.449927	0.000818	0.000708	0.002997
2019.597500	-0.368090	-0.293575	0.436469	0.000866	0.000746	0.003197
2019.600300	-0.365486	-0.292779	0.448434	0.000891	0.000761	0.003253
2019.603000	-0.367291	-0.290565	0.450387	0.000810	0.000714	0.003031
2019.605700	-0.367446	-0.290909	0.440872	0.000834	0.000733	0.003101
2019.608500	-0.364032	-0.292164	0.436939	0.000848	0.000763	0.003210
2019.611200	-0.368146	-0.289140	0.456869	0.000802	0.000706	0.003019
2019.614000	-0.367876	-0.291006	0.460821	0.000955	0.000827	0.003533
2019.649600	-0.362959	-0.292617	0.465446	0.001377	0.001345	0.006040
2019.652300	-0.366680	-0.291146	0.461564	0.000835	0.000724	0.003143
2019.655000	-0.368427	-0.290568	0.454442	0.000871	0.000765	0.003265
2019.657800	-0.365169	-0.292417	0.459924	0.000861	0.000739	0.003205
2019.660500	-0.364049	-0.292350	0.470816	0.000848	0.000745	0.003180
2019.663200	-0.367787	-0.292253	0.462338	0.000816	0.000720	0.003066
2019.666000	-0.364841	-0.291328	0.466879	0.000830	0.000716	0.003092
2019.668700	-0.362867	-0.289479	0.474237	0.000839	0.000738	0.003171
2019.671500	-0.367392	-0.292228	0.461956	0.000847	0.000749	0.003258
2019.674200	-0.367715	-0.289859	0.468537	0.000818	0.000723	0.003025
2019.676900	-0.363867	-0.291390	0.462495	0.000872	0.000745	0.003229
2019.679700	-0.367980	-0.290463	0.463473	0.000836	0.000728	0.003115
2019.682400	-0.366737	-0.291693	0.461619	0.000861	0.000766	0.003331
2019.685100	-0.366708	-0.290351	0.472476	0.000850	0.000727	0.003186
2019.687900	-0.367029	-0.290209	0.470011	0.000867	0.000755	0.003346
2019.690600	-0.365464	-0.289968	0.471887	0.000827	0.000729	0.003120
2019.693400	-0.366638	-0.290369	0.474800	0.000816	0.000719	0.003027
2019.696100	-0.366871	-0.288829	0.476700	0.000807	0.000714	0.003016
2019.698800	-0.364802	-0.289895	0.476848	0.000813	0.000706	0.003043
2019.701600	-0.366607	-0.289447	0.472887	0.000853	0.000745	0.003195
2019.704300	-0.366815	-0.289545	0.478685	0.000832	0.000734	0.003134
2019.707000	-0.366331	-0.289741	0.479103	0.000853	0.000746	0.003241
2019.709800	-0.365522	-0.290264	0.467126	0.000839	0.000731	0.003127
2019.712500	-0.364275	-0.287114	0.476949	0.000847	0.000746	0.003152
2019.715300	-0.364260	-0.290406	0.484062	0.000831	0.000723	0.003132
2019.718000	-0.366304	-0.290436	0.479532	0.000862	0.000741	0.003194
2019.720700	-0.366399	-0.289992	0.493458	0.000860	0.000733	0.003127
2019.723500	-0.366772	-0.289852	0.478388	0.000844	0.000743	0.003171
2019.726200	-0.365116	-0.286534	0.479616	0.000843	0.000740	0.003173
2019.729000	-0.365516	-0.287080	0.481035	0.000847	0.000743	0.003152
2019.731700	-0.364848	-0.287269	0.478971	0.000846	0.000733	0.003136
2019.734400	-0.368209	-0.287496	0.485464	0.000822	0.000725	0.003046
2019.737200	-0.367764	-0.287170	0.476888	0.000850	0.000759	0.003258
2019.739900	-0.365770	-0.286719	0.487546	0.000870	0.000741	0.003200
2019.742600	-0.364015	-0.287190	0.483104	0.000850	0.000743	0.003149
2019.745400	-0.366558	-0.285317	0.490951	0.000817	0.000723	0.003029
2019.748100	-0.366710	-0.288026	0.495515	0.000854	0.000754	0.003214
2019.750900	-0.363639	-0.284571	0.497546	0.000843	0.000757	0.003190
2019.753600	-0.363910	-0.286729	0.501801	0.000904	0.000829	0.003592
2019.756300	-0.366514	-0.286267	0.496489	0.000844	0.000765	0.003288
2019.759100	-0.363987	-0.285658	0.495936	0.000827	0.000730	0.003139
2019.761800	-0.364566	-0.284987	0.492963	0.000832	0.000733	0.003183
2019.764500	-0.368154	-0.288349	0.490003	0.000845	0.000746	0.003190
2019.767300	-0.365592	-0.286941	0.496858	0.000857	0.000747	0.003226
2019.770000	-0.367417	-0.287432	0.490127	0.000833	0.000734	0.003116
2019.772800	-0.368671	-0.285912	0.486195	0.000843	0.000793	0.003376
2019.775500	-0.366786	-0.287564	0.490812	0.000812	0.000748	0.003124
2019.778200	-0.365356	-0.285062	0.493824	0.000824	0.000745	0.003114
2019.781000	-0.367998	-0.285406	0.490245	0.000858	0.000742	0.003206
2019.783700	-0.364652	-0.292585	0.503777	0.000870	0.000771	0.003317
2019.786400	-0.366865	-0.287675	0.491005	0.000860	0.000734	0.003237
2019.789200	-0.366613	-0.286367	0.493051	0.000834	0.000762	0.003180
2019.791900	-0.366151	-0.283096	0.488682	0.000833	0.000726	0.003083
2019.794700	-0.365511	-0.287865	0.490220	0.000837	0.000736	0.003146
2019.797400	-0.367050	-0.285081	0.487076	0.000849	0.000748	0.003203
2019.800100	-0.366702	-0.287384	0.497540	0.000880	0.000773	0.003275
2019.802900	-0.367770	-0.287294	0.490464	0.000824	0.000741	0.003169
2019.805600	-0.367131	-0.285401	0.489134	0.000857	0.000763	0.003178
2019.808400	-0.363951	-0.285487	0.496248	0.000814	0.000730	0.003054
2019.811100	-0.364488	-0.286471	0.489930	0.000828	0.000724	0.003099
2019.813800	-0.364709	-0.287677	0.496934	0.000884	0.000764	0.003277
2019.816600	-0.366502	-0.285967	0.497475	0.000810	0.000727	0.003017
2019.819300	-0.363786	-0.286827	0.501614	0.000829	0.000747	0.003137
2019.822000	-0.364378	-0.286441	0.500127	0.000885	0.000783	0.003418
2019.824800	-0.365569	-0.287347	0.497215	0.000844	0.000773	0.003250
2019.827500	-0.364867	-0.284552	0.502566	0.000843	0.000742	0.003267
2019.830300	-0.365185	-0.285008	0.496146	0.000841	0.000746	0.003085
2019.833000	-0.364939	-0.285631	0.499178	0.000872	0.000736	0.003142
2019.835700	-0.365982	-0.286343	0.499701	0.000845	0.000751	0.003229
2019.838500	-0.366094	-0.286681	0.490815	0.000856	0.000762	0.003244
2019.841200	-0.364176	-0.286265	0.499907	0.000815	0.000727	0.003023
2019.843900	-0.365439	-0.285577	0.502199	0.000846	0.000737	0.003160
2019.846700	-0.367637	-0.286144	0.498060	0.000823	0.000738	0.003098
2019.849400	-0.363612	-0.288283	0.499314	0.000843	0.000765	0.003202
2019.852200	-0.368178	-0.285068	0.489250	0.000828	0.000751	0.003190
2019.854900	-0.367219	-0.284684	0.503290	0.000821	0.000729	0.003142
2019.857600	-0.366424	-0.285144	0.495236	0.000814	0.000715	0.003043
2019.860400	-0.366473	-0.284277	0.491131	0.000902	0.000796	0.003411
2019.863100	-0.364531	-0.285823	0.499436	0.000817	0.000727	0.003060
2019.865800	-0.368815	-0.285380	0.490004	0.000852	0.000790	0.003351
2019.868600	-0.367412	-0.285731	0.499313	0.000828	0.000735	0.003138
2019.871300	-0.367983	-0.286802	0.495724	0.000835	0.000739	0.003061
2019.874100	-0.368241	-0.285740	0.499184	0.000795	0.000713	0.002996
2019.876800	-0.367976	-0.284347	0.500548	0.000842	0.000739	0.003139
2019.879500	-0.364929	-0.284996	0.493050	0.000855	0.000747	0.003215
2019.882300	-0.366742	-0.285398	0.493085	0.000833	0.000735	0.003174
2019.885000	-0.367161	-0.285795	0.492504	0.000812	0.000720	0.003041
2019.887700	-0.367329	-0.283640	0.496775	0.000815	0.000727	0.003078
2019.890500	-0.365736	-0.287023	0.492692	0.000800	0.000720	0.003016
2019.893200	-0.365060	-0.288661	0.491290	0.000825	0.000733	0.003143
2019.896000	-0.366327	-0.286929	0.494482	0.000812	0.000735	0.003148
2019.898700	-0.367599	-0.283158	0.481802	0.000832	0.000750	0.003169
2019.901400	-0.367091	-0.284429	0.490148	0.000859	0.000761	0.003294
2019.904200	-0.367400	-0.286309	0.499570	0.000851	0.000770	0.003301
2019.906900	-0.369542	-0.286761	0.496194	0.000804	0.000726	0.003085
2019.909700	-0.366708	-0.284325	0.500007	0.000833	0.000748	0.003211
2019.912400	-0.369299	-0.282742	0.491013	0.000842	0.000756	0.003235
2019.915100	-0.369459	-0.286009	0.496473	0.000858	0.000745	0.003249
2019.917900	-0.366155	-0.287473	0.494071	0.000815	0.000722	0.003038
2019.920600	-0.366600	-0.287220	0.495189	0.000832	0.000738	0.003125
2019.923300	-0.364839	-0.287045	0.495026	0.000840	0.000750	0.003245
2019.926100	-0.369396	-0.288226	0.490776	0.000826	0.000731	0.003127
2019.928800	-0.368087	-0.285445	0.492051	0.000815	0.000746	0.003154
2019.931600	-0.369403	-0.288927	0.493064	0.000820	0.000730	0.003103
2019.934300	-0.367147	-0.286951	0.493559	0.000841	0.000746	0.003140
2019.937000	-0.370468	-0.287128	0.500326	0.000837	0.000738	0.003177
2019.939800	-0.368785	-0.289241	0.493381	0.000814	0.000729	0.003055
2019.942500	-0.368209	-0.287203	0.483661	0.000811	0.000731	0.003113
2019.945200	-0.366188	-0.287568	0.482832	0.000832	0.000735	0.003155
2019.948000	-0.365593	-0.285182	0.485662	0.000808	0.000718	0.003023
2019.950700	-0.367949	-0.285599	0.493612	0.000851	0.000759	0.003269
2019.953500	-0.368873	-0.286003	0.480786	0.000823	0.000732	0.003091
2019.956200	-0.367691	-0.285684	0.489387	0.000827	0.000719	0.003047
2019.958900	-0.367893	-0.283519	0.487396	0.000829	0.000725	0.003141
2019.961700	-0.368391	-0.285359	0.491793	0.000826	0.000728	0.003134
2019.964400	-0.369076	-0.289510	0.493698	0.000854	0.000763	0.003237
2019.967100	-0.368711	-0.285513	0.485418	0.000817	0.000743	0.003175
2019.969900	-0.367549	-0.286167	0.485951	0.000809	0.000709	0.003005
2019.972600	-0.369518	-0.288440	0.485854	0.000821	0.000712	0.003036
2019.975400	-0.370829	-0.288961	0.484262	0.000815	0.000717	0.003063
2019.978100	-0.368910	-0.285163	0.480833	0.000825	0.000730	0.003067
2019.980800	-0.368616	-0.286618	0.485707	0.000797	0.000706	0.002970
2019.983600	-0.368018	-0.283563	0.484449	0.000810	0.000726	0.003057
2019.986300	-0.368911	-0.285629	0.484846	0.000834	0.000741	0.003196
2019.989000	-0.370799	-0.285833	0.479696	0.000824	0.000723	0.003096
2019.991800	-0.367861	-0.286061	0.487530	0.000810	0.000715	0.003033
2019.994500	-0.365752	-0.284253	0.481744	0.000821	0.000731	0.003074
2019.997300	-0.366129	-0.287472	0.492541	0.000808	0.000716	0.003055
2020.000000	-0.365728	-0.285645	0.478858	0.000811	0.000712	0.003021
2020.002700	-0.368306	-0.284183	0.485993	0.000805	0.000714	0.002988
2020.005500	-0.370605	-0.285272	0.479744	0.000840	0.000742	0.003156
2020.008200	-0.371799	-0.283877	0.477126	0.000922	0.000825	0.003517
2020.011000	-0.370769	-0.282875	0.479871	0.000842	0.000748	0.003188
2020.013700	-0.369178	-0.283616	0.486880	0.000851	0.000747	0.003175
2020.016400	-0.366271	-0.284687	0.491726	0.000858	0.000767	0.003245
2020.019200	-0.370004	-0.283833	0.481800	0.000843	0.000750	0.003199
2020.021900	-0.368586	-0.283743	0.481480	0.000844	0.000728	0.003135
2020.024600	-0.366877	-0.283778	0.483956	0.000837	0.000731	0.003107
2020.027400	-0.368403	-0.285684	0.481534	0.000842	0.000734	0.003205
2020.030100	-0.366170	-0.283822	0.480677	0.000815	0.000729	0.003095
2020.032900	-0.368408	-0.282036	0.474558	0.000822	0.000722	0.003113
2020.035600	-0.369088	-0.286532	0.475768	0.000823	0.000723	0.003062
2020.038300	-0.368437	-0.287520	0.485158	0.000813	0.000719	0.003057
2020.041100	-0.368923	-0.286084	0.480234	0.000831	0.000739	0.003313
2020.043800	-0.369297	-0.285601	0.478993	0.000841	0.000766	0.003374
2020.046500	-0.367605	-0.285283	0.477636	0.000818	0.000732	0.003084
2020.049300	-0.366768	-0.286062	0.484781	0.000818	0.000732	0.003070
2020.052000	-0.369657	-0.286781	0.486452	0.000815	0.000729	0.003074
2020.054800	-0.370518	-0.287822	0.478726	0.000837	0.000730	0.003228
2020.057500	-0.366774	-0.283543	0.475609	0.000825	0.000710	0.003072
2020.060200	-0.366909	-0.285303	0.492355	0.000820	0.000725	0.003103
2020.063000	-0.366687	-0.286564	0.488337	0.000821	0.000725	0.003052
2020.065700	-0.368228	-0.288388	0.476949	0.000830	0.000730	0.003075
2020.068400	-0.369293	-0.289364	0.477162	0.000808	0.000720	0.003038
2020.071200	-0.366528	-0.287564	0.468501	0.000823	0.000734	0.003127
2020.073900	-0.367305	-0.285750	0.461477	0.000871	0.000756	0.003270
2020.076700	-0.367145	-0.287225	0.469021	0.000811	0.000728	0.003112
2020.079400	-0.367106	-0.286773	0.468934	0.000818	0.000717	0.003050
2020.082100	-0.371124	-0.287780	0.479368	0.000827	0.000726	0.003125
2020.084900	-0.368998	-0.285502	0.473319	0.000818	0.000719	0.003084
2020.087600	-0.366117	-0.286479	0.474850	0.000830	0.000707	0.003058
2020.090300	-0.366851	-0.286089	0.474659	0.000829	0.000713	0.003092
2020.093100	-0.366287	-0.288749	0.477055	0.000825	0.000723	0.003116
2020.095800	-0.366867	-0.289247	0.481262	0.000830	0.000732	0.003142
2020.098600	-0.368154	-0.287142	0.483857	0.000858	0.000746	0.003234
2020.101300	-0.368339	-0.287151	0.479695	0.000816	0.000712	0.003032
2020.104000	-0.367085	-0.287791	0.473758	0.000841	0.000745	0.003123
2020.106800	-0.371985	-0.285811	0.490298	0.000839	0.000741	0.003145
2020.109500	-0.366482	-0.285008	0.471368	0.000821	0.000731	0.003118
2020.112300	-0.366992	-0.289471	0.483396	0.000819	0.000722	0.003085
2020.115000	-0.366256	-0.289683	0.481170	0.000847	0.000748	0.003207
2020.117700	-0.364310	-0.285253	0.468098	0.000853	0.000758	0.003276
2020.120500	-0.367791	-0.286690	0.479376	0.000832	0.000737	0.003144
2020.123200	-0.369298	-0.287805	0.478533	0.000820	0.000736	0.003107
2020.125900	-0.366107	-0.289521	0.468361	0.000829	0.000734	0.003096
2020.128700	-0.367366	-0.288213	0.472696	0.000892	0.000788	0.003316
2020.131400	-0.367251	-0.286744	0.481714	0.000821	0.000731	0.003091
2020.134200	-0.367084	-0.286454	0.480224	0.000811	0.000716	0.003041
2020.136900	-0.365701	-0.288956	0.481639	0.000821	0.000740	0.003074
2020.139600	-0.366240	-0.286007	0.483022	0.000822	0.000738	0.003142
2020.142400	-0.367374	-0.285030	0.477171	0.000798	0.000727	0.002989
2020.145100	-0.367882	-0.286232	0.475351	0.000814	0.000707	0.003010
2020.147800	-0.365203	-0.288750	0.470953	0.000809	0.000728	0.003069
2020.150600	-0.369287	-0.288207	0.467996	0.000808	0.000714	0.003021
2020.153300	-0.368406	-0.289470	0.479710	0.000815	0.000725	0.003035
2020.156100	-0.365176	-0.287799	0.480304	0.000877	0.000775	0.003253
2020.158800	-0.366861	-0.289112	0.480597	0.000827	0.000729	0.003133
2020.161500	-0.368422	-0.290150	0.479834	0.000821	0.000732	0.003058
2020.164300	-0.367602	-0.287982	0.477001	0.000810	0.000704	0.002967
2020.167000	-0.367926	-0.288666	0.464819	0.000828	0.000731	0.003093
2020.169700	-0.369805	-0.285231	0.475294	0.000823	0.000719	0.003061
2020.172500	-0.368117	-0.288826	0.473466	0.000800	0.000708	0.002945
2020.175200	-0.365125	-0.288682	0.473441	0.000856	0.000750	0.003183
2020.178000	-0.366338	-0.288049	0.483451	0.000820	0.000723	0.003072
2020.180700	-0.366381	-0.287748	0.477316	0.000789	0.000692	0.002891
2020.183400	-0.369775	-0.286910	0.469443	0.000823	0.000722	0.003086
2020.186200	-0.365420	-0.286851	0.469367	0.000826	0.000730	0.003056
2020.188900	-0.368339	-0.288231	0.469409	0.000825	0.000712	0.003037
2020.191600	-0.367560	-0.285627	0.472787	0.000835	0.000728	0.003041
2020.194400	-0.368003	-0.287645	0.480358	0.000813	0.000721	0.003019
2020.197100	-0.365606	-0.288707	0.479065	0.000833	0.000742	0.003157
2020.199900	-0.366881	-0.288848	0.470042	0.000836	0.000729	0.003116
2020.202600	-0.366798	-0.289483	0.480951	0.000804	0.000718	0.003034
2020.205300	-0.366680	-0.288882	0.478957	0.000809	0.000709	0.002972
2020.208100	-0.367044	-0.288521	0.471241	0.000805	0.000714	0.002972
2020.210800	-0.368651	-0.288138	0.468563	0.000822	0.000722	0.003040
2020.213600	-0.366992	-0.290087	0.458721	0.000962	0.000807	0.003505
2020.216300	-0.366604	-0.290537	0.469873	0.000870	0.000784	0.003362
2020.219000	-0.366964	-0.288900	0.472513	0.000817	0.000742	0.003080
2020.221800	-0.366127	-0.289195	0.473817	0.000814	0.000719	0.003009
2020.224500	-0.366036	-0.289965	0.464886	0.000856	0.000761	0.003230
2020.227200	-0.368895	-0.291850	0.467851	0.000822	0.000730	0.003081
2020.230000	-0.367769	-0.286979	0.467108	0.000812	0.000721	0.003020
2020.232700	-0.366987	-0.288427	0.470881	0.000825	0.000733	0.003070
2020.235500	-0.365452	-0.290052	0.470678	0.000842	0.000740	0.003120
2020.238200	-0.364106	-0.289015	0.466334	0.000827	0.000718	0.003065
2020.240900	-0.368251	-0.289932	0.474940	0.000831	0.000729	0.003083
2020.243700	-0.369842	-0.288606	0.459260	0.000850	0.000742	0.003188
2020.246400	-0.366175	-0.287616	0.462501	0.000835	0.000728	0.003081
2020.249100	-0.367959	-0.287226	0.466327	0.000812	0.000716	0.003003
2020.251900	-0.368089	-0.288721	0.468468	0.000816	0.000724	0.003014
2020.254600	-0.366355	-0.288041	0.469775	0.000826	0.000719	0.003025
2020.257400	-0.368499	-0.289037	0.462373	0.000865	0.000741	0.003168
2020.260100	-0.369396	-0.290107	0.467820	0.000823	0.000735	0.003104
2020.262800	-0.368930	-0.291015	0.461147	0.000834	0.000728	0.003110
2020.265600	-0.370524	-0.290878	0.468609	0.000831	0.000726	0.003054
2020.268300	-0.368537	-0.292277	0.463705	0.000836	0.000743	0.003166
2020.271000	-0.369452	-0.288372	0.468222	0.000827	0.000718	0.003049
2020.273800	-0.369897	-0.290809	0.465884	0.000821	0.000715	0.002984
2020.276500	-0.365511	-0.289034	0.461508	0.000822	0.000726	0.003050
2020.279300	-0.366096	-0.290344	0.460783	0.000905	0.000767	0.003370
2020.282000	-0.369820	-0.290754	0.452397	0.000866	0.000745	0.003202
2020.284700	-0.369138	-0.288613	0.462049	0.000817	0.000717	0.002996
2020.287500	-0.368601	-0.289153	0.463288	0.000821	0.000724	0.003066
2020.290200	-0.367233	-0.289589	0.465110	0.000813	0.000718	0.003031
2020.293000	-0.367929	-0.287874	0.464848	0.000816	0.000718	0.003022
2020.295700	-0.368020	-0.287550	0.459968	0.000817	0.000716	0.002996
2020.298400	-0.368040	-0.289362	0.455114	0.000826	0.000726	0.003091
2020.301200	-0.366134	-0.290053	0.455343	0.000842	0.000734	0.003133
